,Advertiser_ID,Advertiser_Name,Total_Creatives,Spend_USD,Regions,Elections
6036,AR575928726114533376,RAUL RUIZ FOR CONGRESS,2,200,US,US-Federal
6037,AR57600562320900096,"Workforce Fairness Institute, Inc.",4,8100,US,US-Federal
6039,AR576049019558559744,NADARIUS CLARK FOR DELEGATE,6,20800,US,US-Federal
6040,AR576136739970613248,VAUS FOR SUPERVISOR 2020,2,5500,US,US-Federal
6041,AR576190066284560384,CTE GRANT GOLASA,14,400,US,US-Federal
6042,AR57645917175545856,BECKER FOR CONGRESS,30,1000,US,US-Federal
6043,AR57659970308538368,THE DEMOCRATIC SENATE ACTION COMMITTEE,20,400,US,US-Federal
6044,AR57684365722779648,DARRELL ISSA FOR CONGRESS,49,59200,US,US-Federal
6046,AR57885610710401024,FRIENDS OF MIK PAPPAS,1,0,US,US-Federal
6047,AR58136265001795584,NATIONAL DEMOCRATIC REDISTRICTING COMMITTEE,63,281700,US,US-Federal
6050,AR58242574032306176,ED HUNZEKER CAMPAIGN,3,3200,US,US-Federal
6051,AR5840399608315904,"HOFFMAN, REID",6,114400,US,US-Federal
6052,AR58419251806994432,GLISSON FOR CONGRESS,8,2800,US,US-Federal
6053,AR58658739183419392,"PHDESIGNED, LLC",11,1700,US,US-Federal
6055,AR58772504277155840,LARE FOR CONGRESS,56,13600,US,US-Federal
6056,AR59164720690626560,RICK NEAL FOR CONGRESS,21,4700,US,US-Federal
6057,AR59311402413719552,Accountability Virginia PAC,6,203100,US,US-Federal
6058,AR59338443527815168,RUFUS GIFFORD FOR CONGRESS,27,6300,US,US-Federal
6059,AR59386753319960576,MARKET INSTITUTE FOUNDATION,15,2000,US,US-Federal
6060,AR59433104607019008,Marvin Amazan,1,0,US,US-Federal
6062,AR59545907628081152,FRIENDS OF RANDI CLITES,27,500,US,US-Federal
6063,AR59641908737081344,YOUNG KIM FOR CONGRESS,6,7200,US,US-Federal
6065,AR59917267680362496,VALLIE BROWN FOR SUPERVISOR 2020,4,7300,US,US-Federal
6066,AR6018761010184192,STITT FOR GOVERNOR 2022,19,4400,US,US-Federal
6067,AR60189740405620736,DE BLASIO 2020,203,57500,US,US-Federal
6068,AR60199567290793984,AMERICAN FEDERATION OF LABOR AND CONGRESS OF INDUSTRIAL ORGANIZATIONS (AFL-CIO),20,19300,US,US-Federal
6069,AR60293094498631680,BIG GAME FOREVER,3,0,US,US-Federal
6070,AR60352674284961792,AMERICANS FOR ALL,4,28200,US,US-Federal
6071,AR60399678407049216,ACOMB (PATTY) FOR HOUSE COMMITTEE,21,4700,US,US-Federal
6072,AR60427715953557504,FRIENDS OF OTTO WACHSMANN,13,10200,US,US-Federal
6073,AR60464343434657792,EVERYTOWN FOR GUN SAFETY ACTION FUND,177,248500,US,US-Federal
6075,AR60501039635234816,50 STATES ACTION FUND INC,34,9200,US,US-Federal
6077,AR60585289713713152,DR JOHN JOYCE FOR CONGRESS,64,25400,US,US-Federal
6078,AR6064562541428736,DOUG BURGUM FOR NORTH DAKOTA,7,15700,US,US-Federal
6079,AR60666653574168576,TEDESCHI FOR CONGRESS,6,900,US,US-Federal
6080,AR60672700888121344,RICHARD BEW FOR CONGRESS,3,1000,US,US-Federal
6081,AR60816668191883264,FRIENDS OF SWEARINGEN,2,400,US,US-Federal
6082,AR60866146215133184,BROCK SWARTZLE FOR JUSTICE,5,6200,US,US-Federal
6084,AR61174627946201088,JESSE COLVIN FOR CONGRESS,16,5600,US,US-Federal
6085,AR61290695142408192,RE-ELECT STORMS 2018,1,100,US,US-Federal
6086,AR61336737191821312,LAWRENCE J LOBERT,3,700,US,US-Federal
6087,AR61572444997025792,RED SENATE,122,840800,US,US-Federal
6088,AR61600482543534080,COMMITTEE TO ELECT RONETTA J FRANCIS LLC,4,2800,US,US-Federal
6089,AR6167641756532736,ELECT MAE FLEXER,5,1900,US,US-Federal
6090,AR61707547488288768,"PRIVATE INTERNET ACCESS, INC.",4,400,US,US-Federal
6091,AR61799597227376640,FRIENDS OF SANDRA WILLIAMS,2,3700,US,US-Federal
6092,AR61879724137250816,BLACK PROGRESSIVE ACTION COALITION,1,200,US,US-Federal
6093,AR61896800927219712,BOOM MEDIA LLC,20,3000,US,US-Federal
6094,AR6195198266703872,CORY 2020,121,873500,US,US-Federal
6096,AR62007233126334464,MICHELLE STEEL FOR CONGRESS,94,154600,US,US-Federal
6097,AR62103852710625280,"JEFF COLEMAN FOR CONGRESS, INC.",66,29900,US,US-Federal
6098,AR62180887244046336,JASON FOR BEND,10,27700,US,US-Federal
6099,AR62187965350150144,SALES FOR MONTANA,54,4600,US,US-Federal
6100,AR62278262742581248,CATCH DIGITAL STRATEGY LLC,6,1300,US,US-Federal
6101,AR62582002829754368,TEXAS DEMOCRATIC PARTY,3,3700,US,US-Federal
6102,AR62627563842830336,LEADERSHIP CENTER FOR ATTORNEY GENERAL STUDIES,1,2000,US,US-Federal
6103,AR62741328936566784,FIGHT FOR AMERICA PAC,1,0,US,US-Federal
6104,AR62785000164032512,KIMBERLY WALKER FOR CONGRESS CAMPAIGN,33,2500,US,US-Federal
6105,AR6291611692564480,PRIORITIES USA ACTION & COLOROFCHANGE PAC,15,426600,US,US-Federal
6106,AR63152855523000320,HOUSE REPUBLICAN CAMPAIGN COMMITTEE,23,45900,US,US-Federal
6107,AR63171272342765568,JAIMY Z. BLANCO FOR CONGRESS CAMPAIGN,18,100,US,US-Federal
6108,AR63181580264275968,DICKEY FOR JUDGE,3,500,US,US-Federal
6109,AR63229752617467904,"WELD 2020 PRESIDENTIAL CAMPAIGN COMMITTEE, INC.",15,28000,US,US-Federal
6110,AR63330632809316352,BELL 2020 FOR OH-12,13,900,US,US-Federal
6112,AR63424984650874880,"YES ON 805, INC.",12,27200,US,US-Federal
6113,AR63590873467715584,FRIENDS OF MIKE HILGERS INC,8,100,US,US-Federal
6114,AR6361499400404992,FRIENDS OF DR RALPH ABRAHAM,7,4500,US,US-Federal
6115,AR63869737104310272,NEWSOM FOR CALIFORNIA GOVERNOR 2022,8,300,US,US-Federal
6116,AR63886023620296704,"Conservation Law Foundation, Inc",9,8600,US,US-Federal
6118,AR64049747773620224,Kasim Reed for Atlanta,5,8900,US,US-Federal
6119,AR64065312735100928,SCOTT RICHARD CAMPBELL,6,0,US,US-Federal
6120,AR64093968756899840,DESI MAES FOR CONGRESS,3,100,US,US-Federal
6122,AR64172789996716032,BLUE AMERICA PAC INDEPENDENT EXPENDITURE COMMITTEE,27,16400,US,US-Federal
6123,AR6421147906211840,ANDY KIM FOR CONGRESS,166,100300,US,US-Federal
6124,AR64284356067196928,COMMITTEE TO ELECT JESSE BROWN,2,600,US,US-Federal
6125,AR64296897371701248,SUPERMAJORITY PAC,32,181500,US,US-Federal
6126,AR64355652524310528,KINZLER FOR CONGRESS,547,11400,US,US-Federal
6127,AR64415369749594112,COMMITTEE TO ELECT SUSAN MORAN,31,300,US,US-Federal
6128,AR64549991204519936,BEN SIGEL FOR CONGRESS,2,700,US,US-Federal
6129,AR64626029305528320,JASMINE BEACH-FERRARA FOR CONGRESS,15,4200,US,US-Federal
6131,AR64764395971936256,RUMBLEUP LLC,22,24000,US,US-Federal
6132,AR64967943062028288,RICK SCOTT FOR FLORIDA,851,1451200,US,US-Federal
6133,AR65034394796032000,KIMBERLY MOSCHETTI FOR STATE REPRESENTATIVE - DISTRICT 14,1,800,US,US-Federal
6134,AR65274500647747584,MICHELE OBERHOLTZER FOR MICHIGAN,3,300,US,US-Federal
6135,AR65329063912275968,ALASKA DEMOCRATIC PARTY,2,5100,US,US-Federal
6136,AR65414138624475136,OMA MEDIA AGENCY INC,1,300,US,US-Federal
6137,AR65427160965316608,REP. KELLY ARMSTRONG - U.S. HOUSE OF REPRESENTATIVES,34,2800,US,US-Federal
6138,AR65449563514732544,LASRY FOR WISCONSIN,15,64700,US,US-Federal
6140,AR65485194563420160,RICHIE CASTALDO FOR CONGRESS 2020,10,100,US,US-Federal
6142,AR65609439377358848,"NIKEMA FOR CONGRESS, INC",6,800,US,US-Federal
6143,AR65627753117908992,Kim Melnyk for Delegate,1,7800,US,US-Federal
6144,AR65636446131716096,AFTAB FOR OHIO,28,49900,US,US-Federal
6146,AR66006637952892928,NEWBY FOR JUSTICE,2,66400,US,US-Federal
6147,AR66093842968870912,HARLEY ROUDA FOR CONGRESS,279,279100,US,US-Federal
6148,AR6610126467235840,KOBACH FOR SENATE,2,300,US,US-Federal
6149,AR66157408484851712,EDUCATION NOW,148,60800,US,US-Federal
6150,AR66188504048074752,LA Committee for a Conservative Majority PAC,3,0,US,US-Federal
6151,AR6634040845139968,DEMOCRATIC PARTY OF WISCONSIN,152,422300,US,US-Federal
6152,AR66367209047326720,CALIFORNIANS FOR POPULATION STABILIZATION INC,18,25300,US,US-Federal
6153,AR66397308178137088,RICK GREEN FOR CONGRESS,144,36400,US,US-Federal
6154,AR66405451436130304,Dolan Exploratory Committee,3,2600,US,US-Federal
6155,AR66446717481910272,DONALD POMEROY COMMITTEE,3,500,US,US-Federal
6156,AR66672667121418240,IMPERIUM ADVISORS,19,4200,US,US-Federal
6157,AR66695688146124800,HOUSE REPUBLICAN ORGANIZATION,41,26800,US,US-Federal
6159,AR66802409493495808,FRIENDS OF VAL ARKOOSH,1,3200,US,US-Federal
6160,AR66824949481865216,"MARSY'S LAW FOR IOWA, LLC",2,0,US,US-Federal
6161,AR66870132537819136,FRIENDS OF CHRIS CARR,3,4600,US,US-Federal
6163,AR66889545789997056,LESLEE HILL FOR THE 17TH DISTRICT,3,1000,US,US-Federal
6164,AR67037258305241088,FUTURE FIRST LEADERSHIP PAC,6,2600,US,US-Federal
6165,AR67219742875713536,DENHAM FOR CONGRESS,28,65100,US,US-Federal
6166,AR67229982077747200,RECALL DUNLEAVY,10,1700,US,US-Federal
6167,AR67247711702745088,CAITLIN CAHILL FOR MINNESOTA HOUSE,15,300,US,US-Federal
6168,AR67258638099546112,GREG FOR MONTANA,56,57000,US,US-Federal
6169,AR6727705491931136,"SUCCESS ACADEMY CHARTER SCHOOLS, INC.",8,600,US,US-Federal
6170,AR67405491621330944,NITHYA RAMAN FOR CITY COUNCIL 2020 GENERAL,13,6000,US,US-Federal
6171,AR67428100329177088,FRED KELLER FOR CONGRESS,82,10800,US,US-Federal
6172,AR67618899956334592,VAL ARKOOSH FOR U.S. SENATE,9,6600,US,US-Federal
6174,AR68046094583463936,JIM MCLEAN FOR HD 94,3,1800,US,US-Federal
6175,AR68120552136507392,PITEK FOR DELEGATE,1,400,US,US-Federal
6176,AR68295821161922560,CITIZENS FOR AL STIRPE,2,7100,US,US-Federal
6178,AR68327844438081536,FRIENDS FOR FITZ INC.,4,100,US,US-Federal
6179,AR68345642782556160,MATT HAGGMAN FOR CONGRESS,95,7000,US,US-Federal
6180,AR68350762383572992,"NO ON PROPOSITION 8: STOP THE DANGEROUS DIALYSIS PROPOSITION,  SPONSORED BY THE CALIFORNIA DIALYSIS COUNCIL",35,6200,US,US-Federal
6181,AR68410720127025152,FRIENDS OF BOB SMYTHE JR,4,200,US,US-Federal
6182,AR6845147077672960,MCHENRY FOR CONGRESS,9,22400,US,US-Federal
6183,AR68466589061611520,UNION OF CONCERNED SCIENTISTS. INC,175,35500,US,US-Federal
6184,AR68554996668432384,Our Revolution,1,4500,US,US-Federal
6185,AR68578395650260992,CTE PAMELA HORNBERGER,82,4300,US,US-Federal
6186,AR68662302131355648,Inside Out Consulting LLC,29,1200,US,US-Federal
6187,AR6867343468658688,FRIENDS OF JODY LAMACCHIA,15,2500,US,US-Federal
6188,AR68706763632803840,"RESULTS FOR NC, INC.",4,107900,US,US-Federal
6190,AR68803589375524864,STU LOUREY FOR SENATE VOLUNTEER COMMITTEE,7,1600,US,US-Federal
6191,AR6880365809500160,REP. DEBBIE LESKO - U.S. HOUSE OF REPRESENTATIVES,8,16100,US,US-Federal
6194,AR69055927294099456,FRIENDS OF CHRIS SMITH,37,24200,US,US-Federal
6195,AR69125196526649344,CALIFORNIA DEMOCRATIC PARTY,11,89200,US,US-Federal
6196,AR69196939660361728,PEOPLE FOR PATTY MURRAY,5,13200,US,US-Federal
6198,AR69350252812959744,FRIENDS FOR PATRICIA ACKERMAN,52,47700,US,US-Federal
6199,AR69471542689398784,JEFF GREENE FOR GOVERNOR,218,105100,US,US-Federal
6201,AR69645437325279232,CONVENTION OF STATES ACTION,6,2700,US,US-Federal
6202,AR69722815456083968,FRIENDS OF KYLE ELLIOTT,10,7200,US,US-Federal
6203,AR69817132937904128,MEGAN FOR ARKANSAS,7,5000,US,US-Federal
6204,AR69958214023643136,NIAGARA COUNTY REPUBLICAN COMMITTEE,14,2700,US,US-Federal
6205,AR69996044095586304,"CITIZENS FOR JOSH MANDEL, INC.",6,1200,US,US-Federal
6206,AR70129085002547200,DONALD VALDEZ FOR CONGRESS,28,900,US,US-Federal
6207,AR70207597004718080,"SHAKESPEARE, TARA FRIENDS OF",12,3200,US,US-Federal
6208,AR70365239484350464,WASHINGTON DIGITAL MEDIA,2,100,US,US-Federal
6209,AR70607681798275072,FRIENDS OF CARRIE WOERNER,4,11500,US,US-Federal
6210,AR70672552984313856,SARAH FOR IOWA,6,1200,US,US-Federal
6212,AR70688839500300288,MARY MILLER FOR CONGRESS,19,1700,US,US-Federal
6213,AR70718388875296768,WINNING MARK LLC,46,32800,US,US-Federal
6215,AR70834009394905088,WILSON FOR ATTORNEY GENERAL INC.,10,400,US,US-Federal
6216,AR70864005446500352,LANCE GOODEN FOR CONGRESS COMMITTEE,2,400,US,US-Federal
6217,AR70979454167416832,GREENBERG FOR NY,8,100,US,US-Federal
6218,AR71006941958111232,SOUTHWORTH FOR SENATE,5,2500,US,US-Federal
6219,AR7127996443918336,CARMELITA FOR CONGRESS,8,5000,US,US-Federal
6220,AR71331710205165568,JOHN SCHIFINO FOR CIRCUIT COURT JUDGE,2,6600,US,US-Federal
6221,AR71361912415191040,DON HUFFINES CAMPAIGN,22,30600,US,US-Federal
6222,AR71365107870859264,HARTMAN FOR PA,1,100,US,US-Federal
6223,AR71405721081610240,DEB FISCHER FOR US SENATE INC,2,400,US,US-Federal
6224,AR71452106728407040,TAYLOR HUBBARD,3,200,US,US-Federal
6225,AR71480762750205952,MIAMI-DADE COUNTY - BOARD OF COUNTY COMMISSIONERS,104,7800,US,US-Federal
6226,AR71526461202235392,DEMOCRACY COUNTS INC,2,500,US,US-Federal
6227,AR71530962327961600,AMERICANS KEEPING COUNTRY FIRST,1,100,US,US-Federal
6230,AR71786908019064832,DANE EAGLE FOR CONGRESS,5,900,US,US-Federal
6231,AR72221352550989824,TIFFANIE ROBERTS FOR OHIO,5,1200,US,US-Federal
6232,AR72391845572771840,LEAH FOR SENATE,29,50400,US,US-Federal
6234,AR72549694210834432,RE-ELECT NOREEN KOKORUDA,1,0,US,US-Federal
6235,AR72578006635249664,KIMBERLY YEE FOR ARIZONA TREASURER,8,7400,US,US-Federal
6236,AR72665211651227648,KENDALL FOR CONGRESS,14,6700,US,US-Federal
6238,AR72741146673020928,FRIENDS OF LOU GARGIULO PAC,14,11700,US,US-Federal
6239,AR72799420789293056,CALIFORNIA SECRETARY OF STATE,55,422400,US,US-Federal
6242,AR73070278606848000,JANA LYNNE SANCHEZ FOR CONGRESS,2,5500,US,US-Federal
6243,AR73194832658432000,MIKE THOMPSON FOR KANSAS,1,100,US,US-Federal
6244,AR73283618222374912,KENDON REESE UNDERWOOD,5,2500,US,US-Federal
6245,AR73365463119167488,Mark Kelly for Senate,546,4779100,US,US-Federal
6246,AR7336834933719040,COMMITTEE TO ELECT JOHN INHULSEN,5,1600,US,US-Federal
6247,AR73425592661311488,COMMITTEE TO ELECT LEE BLATT,7,17700,US,US-Federal
6248,AR73689028775378944,AMERICAN HOTEL & LODGING ASSOCIATION,1,12500,US,US-Federal
6249,AR73742939204878336,MEGAN GREEN FOR ST LOUIS,13,6500,US,US-Federal
6250,AR7395212129206272,Marjorie K. Eastman for Senate,2,1000,US,US-Federal
6253,AR74433260708429824,ASSOCIATION OF RESIDENTIAL RESOURCES IN MN,11,500,US,US-Federal
6255,AR74661787328315392,OUR REVOLUTION PAC,3,300,US,US-Federal
6258,AR74707898097205248,COALITION FOR WOMEN AND CHILDREN,1,2000,US,US-Federal
6259,AR74770295382081536,NELSON FOR SENATE,59,8500,US,US-Federal
6260,AR74793934882078720,DRAKE BUCKMAN CAMPAIGN,30,5400,US,US-Federal
6262,AR75101042223611904,CLUB FOR GROWTH ACTION,597,225300,US,US-Federal
6263,AR75218140211970048,PETE FOR AMERICA EXPLORATORY,15,167500,US,US-Federal
6264,AR75246040319524864,AMERICAN DEFENSE FUND SUPER PAC,3,0,US,US-Federal
6265,AR75246658794815488,VIRGINIANS FOR COMMON GOOD,1,300,US,US-Federal
6267,AR75532050781700096,ANDREW LEARNED FOR CONGRESS,3,900,US,US-Federal
6268,AR75560260126900224,REP. COLIN ALLRED - U.S. HOUSE OF REPRESENTATIVES,48,25000,US,US-Federal
6269,AR75576787161055232,TRACEY KAGAN,37,13500,US,US-Federal
6271,AR7610613329035264,ELECT MICHELLE UDALL,1,1900,US,US-Federal
6272,AR7611506682232832,FRIENDS OF FELTES,13,8000,US,US-Federal
6273,AR76150663511277568,BUCKS COUNTY REPUBLICAN COMMITTEE,26,17800,US,US-Federal
6274,AR76175746120286208,SKYWEST MEDIA LLC,3,1300,US,US-Federal
6275,AR76226942130454528,BRIAN FITZPATRICK FOR CONGRESS,117,335000,US,US-Federal
6276,AR76271025674780672,Vote No 303,1,3600,US,US-Federal
6277,AR76295799046144000,SUSANA MENDOZA FOR MAYOR,22,51200,US,US-Federal
6278,AR7629992221474816,SAMUEL ANDERSON FOR ASSEMBLY,3,1100,US,US-Federal
6279,AR76535286422568960,FRIENDS OF PAUL EVANS,15,7900,US,US-Federal
6280,AR76649085876043776,FRIENDS OF MATT ROGERS,9,600,US,US-Federal
6281,AR76950077184147456,CITIZENS FOR KAIL,4,1800,US,US-Federal
6283,AR77179119200108544,TONY FOR WISCONSIN,225,48900,US,US-Federal
6284,AR77391737261129728,BEN LOYOLA FOR CONGRESS,3,2500,US,US-Federal
6285,AR77396822502408192,GLENN GROTHMAN FOR CONGRESS,28,11400,US,US-Federal
6287,AR77576111617212416,MICHAEL PESKOFF,5,200,US,US-Federal
6288,AR77628475858485248,RANDY DOWNS FOR WARD 2,1,100,US,US-Federal
6289,AR77652733833773056,"BEN BULLOCK FOR CONGRESS, INC.",12,800,US,US-Federal
6290,AR77669157788712960,JESSICA HARRINGTON CAMPAIGN,20,15900,US,US-Federal
6291,AR77689292595396608,HIRAL FOR CONGRESS,25,57500,US,US-Federal
6292,AR77740729123733504,WILLIAM RITCH-SMITH,5,700,US,US-Federal
6293,AR77897993646243840,KEVIN ROSS FOR WELD,3,2600,US,US-Federal
6294,AR77920671073566720,JOSHUA GINSBERG,2,300,US,US-Federal
6295,AR78122156579356672,WEBER FOR CONGRESS,6,7900,US,US-Federal
6296,AR78478741944139776,CRAMER FOR SENATE,6,24500,US,US-Federal
6297,AR78506710771171328,COMMUNIDADES CON REGGIE JONES-SAWYER FOR STATE ASSEMBLY 2020,18,1300,US,US-Federal
6298,AR78573506102558720,ROSILICIE OCHOA BOGH FOR SENATE,1,2400,US,US-Federal
6299,AR78599688223195136,MIKE LEVIN FOR CONGRESS,43,13700,US,US-Federal
6300,AR78725032548761600,HALEY STEVENS FOR CONGRESS,50,155900,US,US-Federal
6301,AR78778290143232000,NORTH CAROLINA REPUBLICAN PARTY,29,75300,US,US-Federal
6302,AR78785299529859072,SENATE VICTORY PAC,62,190600,US,US-Federal
6303,AR78787361114161152,ALLEN WELLONS,1,5300,US,US-Federal
6304,AR78805022019682304,RED SHARK DIGITAL,22,4800,US,US-Federal
6305,AR78888241306009600,PIKE CREEK DEMOCRATS,12,2600,US,US-Federal
6306,AR7889202087723008,CLOUD FOR CONGRESS,1,800,US,US-Federal
6307,AR78924937506586624,CARYN SIPERSTEIN,7,3700,US,US-Federal
6310,AR7905969640046592,A BETTER CONCORD,17,100,US,US-Federal
6311,AR79101477842321408,ROLANDO GUTIERREZ,11,2200,US,US-Federal
6312,AR79109999057436672,GRAND CENTURY MEDIA INC.,95,205100,US,US-Federal
6313,AR79129927705690112,MATT BEVIN FOR KY,53,29600,US,US-Federal
6316,AR79353197285605376,GRACE LEE FOR NYC,8,2900,US,US-Federal
6317,AR79433392914956288,MONIQUE FOR NYC,4,700,US,US-Federal
6318,AR79539701945466880,JAY CLARK,14,200,US,US-Federal
6319,AR79668207366963200,DEVOLDER-SANTOS FOR CONGRESS,22,4200,US,US-Federal
6320,AR79687586259402752,VIKKI CHAVEZ FOR COUNTY BOARD OF EDUCATION NOV 2020,7,1300,US,US-Federal
6321,AR79863714278277120,TEXAS MEDIALINK LLC,8,3100,US,US-Federal
6322,AR79946796125650944,CAMPAIGN FUND OF JORDAN RASMUSSON,2,400,US,US-Federal
6323,AR79963563677974528,"ALL VOTERS VOTE, INC.",33,458900,US,US-Federal
6324,AR80104576044236800,SECURITY IS STRENGTH PAC,6,309000,US,US-Federal
6325,AR80178586920681472,SPALDING GROUP INC,88,108300,US,US-Federal
6326,AR80184084478820352,LIV COLEMAN CAMPAIGN,10,12000,US,US-Federal
6327,AR80260637975904256,KENT ABERNATHY FOR CONGRESS,13,1300,US,US-Federal
6328,AR80740780959858688,ENVIRONMENTAL DEFENSE ACTION FUND PAC,29,12700,US,US-Federal
6329,AR80805652145897472,GEORGE SCOTT FOR PA 15,22,130500,US,US-Federal
6332,AR81227864610963456,CATHOLICS FOR AMERICA INC,16,3400,US,US-Federal
6333,AR81365544082604032,CHARLIE CRIST FOR GOVERNOR INC,45,17500,US,US-Federal
6334,AR81371419597864960,FRIENDS OF DIDI BARRETT FOR ASSEMBLY,11,14100,US,US-Federal
6335,AR81379459776643072,SARAH DAVIS CAMPAIGN,5,1400,US,US-Federal
6336,AR81440826269368320,Kathy Knecht Committee to Elect for Senate LD21,76,3300,US,US-Federal
6337,AR81463297538260992,"TABKE, BRAD HOUSE COMMITTEE",30,4000,US,US-Federal
6338,AR81484050820235264,JABARI FOR STATE SENATE,9,2900,US,US-Federal
6340,AR81585205889990656,ADVANCE MINNESOTA INDEPENDENT EXPENDITURE COMMITTEE,16,21700,US,US-Federal
6341,AR81635645985914880,DIEDRE THU-HA NGUYEN FOR ASSEMBLY 2020,4,6500,US,US-Federal
6342,AR81652413538238464,CANADY FOR MISSOURI,6,6700,US,US-Federal
6344,AR81872315863793664,MCCLELLAND CAMPAIGN COMMITTEE,20,1500,US,US-Federal
6345,AR82302637227114496,PRIORITIES USA ACTION AND SMP,36,510500,US,US-Federal
6346,AR82315659567955968,REP. FRED KELLER - U.S. HOUSE OF REPRESENTATIVES,1,300,US,US-Federal
6347,AR82423652225646592,SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU),40,96600,US,US-Federal
6348,AR82463784400060416,PREDICTIT,46,65800,US,US-Federal
6350,AR82546866247434240,NINA TURNER FOR US,86,274900,US,US-Federal
6351,AR82605106003968000,IOWANS FOR ZACH NUNN,6,400,US,US-Federal
6352,AR82656095855706112,FRIENDS OF BRANDON WEST FOR COUNCIL,1,0,US,US-Federal
6353,AR82707738542473216,STEVE BULLOCK FOR PRESIDENT,26,6500,US,US-Federal
6354,AR82772128692174848,FRIENDS OF RANJEEV PURI,2,1700,US,US-Federal
6355,AR82785460270661632,"THE EVERGLADES TRUST, INC.",1,700,US,US-Federal
6356,AR82835831647109120,PAUL TONKO FOR CONGRESS,9,300,US,US-Federal
6357,AR82931145561341952,RICHER FOR RECORDER,2,200,US,US-Federal
6358,AR82982341571510272,FRIENDS OF RON DESANTIS,23,161300,US,US-Federal
6360,AR8302893337673728,REPUBLICAN HOUSE CAMPAIGN COMMITTEE,10,7300,US,US-Federal
6361,AR83045907087491072,"AGUILAR, ERICK JAVIER DR.",22,100,US,US-Federal
6362,AR83065285979930624,JAMES THOMAS,1,600,US,US-Federal
6363,AR83189805671776256,STREICKER FOR CONGRESS INC,2,1700,US,US-Federal
6364,AR83259762099093504,KRISTI FOR GOVERNOR,24,1300,US,US-Federal
6365,AR83269623344005120,KAY IVEY FOR GOVERNOR INC.,16,5300,US,US-Federal
6366,AR83300512748797952,DIGITAL IMPACT AND INC.,41,4800,US,US-Federal
6368,AR83525500315631616,CAMPAIGN PRECISION LLC,1108,104900,US,US-Federal
6369,AR83558691822895104,"GLAAD, INC.",1,18000,US,US-Federal
6370,AR83562883710976,"RTBIQ, INC",63,13000,US,US-Federal
6371,AR83633527333060608,BFA,26,311100,US,US-Federal
6373,AR83705476625203200,ADAM SMIDDY,4,500,US,US-Federal
6374,AR83933316050321408,LARSON FOR CONGRESS,3,200,US,US-Federal
6375,AR84010006986358784,MATT RICHARDS FOR CONGRESS,6,4200,US,US-Federal
6376,AR8408171576033280,COLORADO RISING STATE ACTION,2,1700,US,US-Federal
6377,AR84091508285767680,COMMITTEE TO ELECT SONIA CHANG-DÍAZ,4,8700,US,US-Federal
6378,AR84138546767593472,"WAYNE JOHNSON FOR US SENATE, INC",72,13600,US,US-Federal
6379,AR84152221943463936,TENNESSEE REPUBLICAN PARTY FEDERAL ELECTION ACCOUNT,35,28900,US,US-Federal
6380,AR84331511058268160,BRANDON K SKWIRA,8,300,US,US-Federal
6381,AR84381607556808704,SCOTT BLAND FOR CONGRESS,6,100,US,US-Federal
6382,AR84449296241393664,RP4BIDEN,35,1800,US,US-Federal
6383,AR84563095694868480,TODD HUSTON FOR STATE REPRESENTATIVE,3,11700,US,US-Federal
6384,AR84658753206484992,"MAINE LIBERTY COALITION, LLC",46,15300,US,US-Federal
6385,AR84716821164326912,EDDIE SMITH CAMPAIGN TO ELECT,121,23600,US,US-Federal
6386,AR84788289420132352,EDDIE RISPONE FOR GOVERNOR LLC,868,257700,US,US-Federal
6387,AR84877556020412416,FRIENDS OF MATT DOLLAR,4,3100,US,US-Federal
6388,AR85234141385195520,O'CONNOR FOR CONGRESS,248,400700,US,US-Federal
